source	title	description	url	publishedAt	content	coder 1	movie 1	topic 1	coder 2	movie 2	topic 2	Flag for checks		resolution movie	resolution topic	final movie	final topic
Livejournal.com	Viola Davis talks The Hunger Games	Viola Davis talks about starring in The Hunger Games: The Ballad of Songbirds & Snakes, spending four hours in hair and makeup to transform into the role and why she loves acting as the villain. YouTube	https://ohnotheydidnt.livejournal.com/127242303.html	2023-11-15T15:07:04Z	Viola Davis talks about starring in The Hunger Games: The Ballad of Songbirds &amp; Snakes, spending four hours in hair and makeup to transform into the role and why she loves acting as the villain. … [+7 chars]	Tristan	HG	Promo	Nolin	HG	Promo	*				HG	Promo
ComingSoon.net	Is Killers of the Flower Moon Based on a True Story? Real Events, Facts & People	Martin Scorsese’s star-studded movie, Killers of the Flower Moon follows the investigation that occurs when multiple wealthy Osage Native Americans are murdered, shortly after oil is discovered on their land. Tom White is the FBI agent, who uncovers a siniste…	https://www.comingsoon.net/guides/news/1429195-is-killers-of-the-flower-moon-based-on-a-true-story-real-events-facts-people	2023-12-06T20:49:39Z	Martin Scorseses star-studded movie, Killers of the Flower Moon follows the investigation that occurs when multiple wealthy Osage Native Americans are murdered, shortly after oil is discovered on the… [+3313 chars]	Tristan	KOTFM	Plot	Nolin	KOTFM	Plot					KOTFM	Plot
iMore	8 ways to get Apple TV Plus free on Black Friday	Apple TV Plus is available for free from several outlets over Black Friday, here are all the ways to get your hands on it.	https://www.imore.com/music-movies-tv/8-ways-to-get-apple-tv-plus-free-on-black-friday	2023-11-23T23:44:53Z	Apple TV Plus is now in its fourth year and stronger than ever. It has a potent lineup of excellent shows and movies, including some upcoming belters such as Napoleon, as well as smash-hit Killers of… [+3150 chars]	Tristan	Napoleon, KOTFM	Streaming	Nolin	NM				Napoleon, KOTFM	Streaming	Napoleon, KOTFM	Streaming
Livejournal.com	Hunter Schafer Has Been Preparing for Her Hunger Games Role Since Childhood	Hunter Schafer talks about starting her acting career in New York City, shows Jimmy how to do an intense method acting exercise and spills on her role in The Hunger Games: The Ballad of Songbirds & Snakes. YouTube	https://ohnotheydidnt.livejournal.com/127266025.html	2023-11-18T10:37:13Z	Hunter Schafer talks about starting her acting career in New York City, shows Jimmy how to do an intense method acting exercise and spills on her role in The Hunger Games: The Ballad of Songbirds &am… [+18 chars]	Tristan	HG	Promo	Nolin	HG	Promo					HG	Promo
Livejournal.com	Halle Bailey & Rachel Zegler | Actors on Actors	In their Actors on Actors conversation, Halle Bailey ('The Color Purple') & Rachel Zegler ('The Hunger Games: The Ballad of Songbirds & Snakes') bond over singing on screen as Disney princesses Ariel in 'The Little Mermaid' and 'Snow White.' source	https://ohnotheydidnt.livejournal.com/127382327.html	2023-12-08T00:01:47Z	In their Actors on Actors conversation, Halle Bailey ('The Color Purple') &amp; Rachel Zegler ('The Hunger Games: The Ballad of Songbirds &amp; Snakes') bond over singing on screen as Disney princess… [+57 chars]	Tristan	HG	Promo	Nolin	HG	Promo					HG	Promo
ABC News	One of Napoleon's signature hats on auction in France could fetch upwards of $650,000	One of the signature broad, black bicorne hats that Napoleon Bonaparte wore when he ruled 19th-century France and waged war in Europe is expected to fetch more than half a million euros (dollars) at auction	https://abcnews.go.com/International/wireStory/napoleons-signature-bicorne-hats-auction-france-fetch-upwards-104981457	2023-11-17T17:26:24Z	FONTAINEBLEAU, France -- One of the signature broad, black bicorne hats that Napoleon Bonaparte wore when he ruled 19th-century France and waged war in Europe is expected to fetch upwards of 600,000 … [+2168 chars]	Tristan	NR		Nolin	Napoleon	NR			NR		NR	
Los Angeles Times	Thelma Schoonmaker shattering the cutting-room ceiling	"Killers of the Flower Moon" could help the film editor break new ground at the Oscars.	https://www.latimes.com/entertainment-arts/awards/story/2023-12-06/thelma-schoonmaker-shattering-the-cutting-room-ceiling	2023-12-06T13:45:08Z	Film editor and longtime Martin Scorsese collaborator Thelma Schoonmaker, 83, could break a few Oscar records with Killers of the Flower Moon. An Academy Award nomination for Flower Moon would give … [+916 chars]	Tristan	KOTFM	Awards	Nolin	KOTFM	Prod	*		KOTFM	Awards	KOTFM	Awards
The Atlantic	A Cathartic Watch	Entertainment musts from Elizabeth Bruenig	https://www.theatlantic.com/newsletters/archive/2023/11/manchester-by-the-sea-catharsis-cultlure-recs/675980/?utm_source=feed	2023-11-12T13:00:00Z	This is an edition of The Atlantic Daily, a newsletter that guides you through the biggest stories of the day, helps you discover new ideas, and recommends the best in culture. Sign up for it here.We… [+8044 chars]	Tristan	NM		Nolin	NM						NM	
Forbes	‘Godzilla Minus One’ Is Highest-Grossing Japanese Film In U.S. History	With widespread acclaim from critics and audiences, the latest "Godzilla" reboot is breaking all kinds of records as it expands its footprint nationwide.	https://www.forbes.com/sites/markhughes/2023/12/07/godzilla-minus-one-is-highest-grossing-japanese-film-in-us-history/	2023-12-07T18:26:07Z	With an over-achieving opening weekend, rave reviews, and high audience scores, writer-director Takashi Yamazakis masterpiece Godzilla Minus One topped $14.36 million at the domestic box office, beco… [+4768 chars]	Tristan	Godzilla	Box	Nolin	Godzilla	Box					Godzilla	Box
Who What Wear	Killers of The Flower Moon Costumes' Bridge the Gap in Indigenous Representation	We spoke with the costume designer Jacqueline West and consultant Julie O'Keefe about their work on Martin Scorsese's film Killers of The Flower Moon.	https://www.whowhatwear.com/killers-of-flower-moon-costume-design-interview	2023-12-07T23:30:00Z	Let's start from the beginning: how did you get into costume design? Jacqueline West: Well, my mother was a fashion designer, but the last thing she wanted for me was the fashion business. So, I wen… [+2595 chars]	Tristan	KOTFM	Prod	Nolin	KOTFM	Prod					KOTFM	Prod
The Indian Express	Trolls Band Together movie review: Justin Timberlake-fronted family homily will deafen you with sound, blind you with colour	Trolls Band Together movie review: Justin Timberlake's former band 'NSYNC comes together to belt their first number in 20 years. It's the third Trolls film in seven years. Hard to say what has aged worse.	https://indianexpress.com/article/entertainment/movie-review/trolls-band-together-movie-review-justin-timberlake-fronted-family-homily-will-deafen-you-with-sound-blind-you-with-colour-9030760/	2023-11-17T10:23:19Z	From the land of sparkles, shine and all things that rhyme, comes another story that will blind you with colour, deafen you with music and, while at it, tell you how good it’s to have a family.For, i… [+2252 chars]	Tristan	Trolls	Plot	Nolin	Trolls	Plot					Trolls	Plot
BBC News	Taylor Swift postpones Rio de Janeiro concert after death of fan	The US pop star says she is putting safety first after temperatures in the Brazilian city reached 39.1C.	https://www.bbc.co.uk/news/world-latin-america-67465742	2023-11-18T22:22:23Z	Taylor Swift has postponed a concert she was due to perform in Rio de Janeiro on Saturday, after a fan died shortly before her show on Friday. The decision came as thousands of people were already a… [+2950 chars]	Tristan	NR		Nolin	NR						NR	
The A.V. Club	Robert De Niro accuses Gotham Awards of censoring his speech	Robert De Niro has more than a few opinions about former President Donald Trump, and he’s not one to be quiet about it. For the last decade, De Niro’s public appearances have been punctuated with criticisms of Trump. Why, just last month, he called him a “wan…	https://www.avclub.com/robert-de-niro-accuses-gotham-awards-of-censoring-his-s-1851052165	2023-11-28T03:47:19Z	Robert De Niro has more than a few opinions about former President Donald Trump, and hes not one to be quiet about it. For the last decade, De Niros public appearances have been punctuated with criti… [+2150 chars]	Tristan	NR		Nolin	NM 				NM		NM	
Variety	New York Film Critics Awards Predictions: Could Bradley Cooper and ‘Maestro’ Compose the First Major Win of the Oscar Season?	Oscar season begins this week in the Big Apple. The New York Film Critics Circle will be the first major group of film journalists to unveil its winners on Nov. 30. And its selections should provide an important look at which films are viable contenders for b…	https://variety.com/2023/film/awards/new-york-film-critics-predictions-2023-bradley-cooper-maestro-1235802965/	2023-11-29T20:40:00Z	Oscar season begins this week in the Big Apple. The New York Film Critics Circle will be the first major group of film journalists to unveil its winners on Nov. 30. And its selections should provide… [+8998 chars]	Tristan	NM		Nolin	NM						NM	
Marginalrevolution.com	*Napoleon*	You can’t treat it as a normal movie with anything contextualized or explained.  Nope.  Rather think of it as a crazed male fantasy (the director’s?  Certainly not mine) about one particular way of living, presented large and vivid on the screen, with sex sce…	https://marginalrevolution.com/marginalrevolution/2023/12/napoleon.html	2023-12-02T20:45:31Z	You can’t treat it as a normal movie with anything contextualized or explained.  Nope.  Rather think of it as a crazed male fantasy (the director’s?  Certainly not mine) about one particular way of l… [+356 chars]	Tristan	Napoleon	Plot	Nolin	Napoleon	Plot					Napoleon	Plot
/FILM	Blumhouse's Imaginary Trailer Turns A Teddy Bear Into A Terrifying Nightmare	The trailer for Blumhouse&amp;#39;s Imaginary centers on a stuffed toy bear who turns out to be secretly demonic. Could this be the studio&amp;#39;s next big horror movie hit?	https://www.slashfilm.com/1448718/blumhouse-imaginary-trailer-teddy-bear-nightmare/	2023-11-16T17:28:22Z	Blumhouse has had a truly huge year, even by Blumhouse standards. It kicked off with "M3GAN," which became one of the first blockbusters of any kind this year and remains one of the biggest original … [+1120 chars]	Tristan	NM		Nolin	NM						NM	
Boston Herald	‘Hunger Games’ prequel tops box office	"The Hunger Games: The Ballad of Songbirds & Snakes" topped the North American box office in its first weekend in theaters with $44 million in ticket sales, according to studio estimates Sunday.	https://www.bostonherald.com/2023/11/19/hunger-games-prequel-tops-box-office/	2023-11-19T21:09:53Z	“The Hunger Games: The Ballad of Songbirds &amp; Snakes” topped the North American box office in its first weekend in theaters with $44 million in ticket sales, according to studio estimates Sunday. … [+4715 chars]	Tristan	HG	Box	Nolin	HG	Box					HG	Box
Deadline	‘Napoleon’ World Premiere: Watch Ridley Scott Introduce His Historical Epic; Vanessa Kirby & Sony’s Tom Rothman Share Post-Strike Thoughts On Red Carpet	Paris’ Salle Pleyel hosted the world premiere of Ridley Scott’s Napoleon this evening, rolling out the red carpet for the epic that stars Joaquin Phoenix and Vanessa Kirby. Scott, the two leads and actor Tahar Rahim all were in attendance for the unveiling of…	https://deadline.com/2023/11/napoleon-premiere-joaquin-phoenix-ridley-scott-vanessa-kirby-1235611371/	2023-11-14T21:16:25Z	Paris’ Salle Pleyel hosted the world premiere of Ridley Scott’s Napoleon this evening, rolling out the red carpet for the epic that stars Joaquin Phoenix and Vanessa Kirby. Scott, the two leads and a… [+3615 chars]	Tristan	Napoleon	Promo	Nolin	Napoleon	Promo					Napoleon	Promo
Deadline	‘Trolls Band Together’ Review: Justin Timberlake Sends Up His Boy-Band Past In A Cute Psychedelic Pop Satire	Wanna feel old? The Trolls franchise is seven this year and brings with it a whole culture of nostalgia for the late ’90s and early ’00s that to anyone under 40 will seem like a million years ago. The rest of us might remember it as yesterday; a moment in tim…	https://deadline.com/2023/11/trolls-band-together-review-justin-timberlake-sends-up-his-boy-band-past-anna-kendrick-nsync-1235616850/	2023-11-17T19:00:00Z	Wanna feel old? The Trolls franchise is seven this year and brings with it a whole culture of nostalgia for the late ’90s and early ’00s that to anyone under 40 will seem like a million years ago. Th… [+4423 chars]	Tristan	Trolls	Plot	Nolin	Trolls	Plot					Trolls	Plot
Cartoon Brew	Princess Meltdown: Disney’s ‘Wish’ Fumbles Opening Weekend Box Office	Facing stiff competition from 'Trolls Band Together,' 'Wish' came up short on all box office projections.	https://www.cartoonbrew.com/box-office-report/princess-meltdown-disneys-wish-fumbles-opening-weekend-debut-235155.html	2023-11-27T06:07:59Z	For Disney animation, few things are as certain as launching a princess film during the Thanksgiving holiday. The trend, which started with Tangleds $68.7 million launch in 2010, has also borne fruit… [+3774 chars]	Tristan	Wish, Trolls	Box	Nolin	Wish, Trolls	Box					Wish, Trolls	Box
